order_id,customer_id,product_id,order_date,delivery_date,payment_type,price,discount_percent,quantity,shipping_region,expected_delivery_days,product_rating,product_category,product_subcategory,brand,loyalty_points,is_first_order,device_type,referral
O018188,C01233,P00550,2024-01-16 11:00:00,2024-01-22 11:00:00,CreditCard,3464.3,13.3,1,South,6,3.8,Electronics,Smartphones,Puma,9,False,Mobile,SocialMedia
O018189,C01501,P00825,2025-02-16 06:00:00,2025-02-22 06:00:00,Wallet,2306.58,40.66,3,South,6,3.2,Apparel,Shirts,Sony,255,False,Desktop,CampaignB
O018190,C01295,P00294,2025-06-27 15:00:00,2025-06-30 15:00:00,UPI,1677.64,36.88,3,East,3,4.9,Electronics,Headphones,Puma,240,False,Desktop,CampaignB
O018191,C01704,P00819,2024-02-04 00:00:00,2024-02-12 00:00:00,COD,4106.17,35.08,1,West,8,1.1,Beauty,Fragrance,Nike,193,False,Desktop,CampaignA
O018192,C00475,P00343,2023-12-14 20:00:00,2023-12-18 20:00:00,UPI,646.96,40.71,1,East,4,5.0,Electronics,Cameras,Philips,223,False,Desktop,CampaignB
O018193,C01080,P00104,2023-11-12 10:00:00,2023-11-14 10:00:00,DebitCard,1592.45,5.02,2,South,2,4.1,Sports,Fitness,L'Oreal,393,False,Desktop,CampaignB
O018194,C01106,P00502,2023-04-01 06:00:00,2023-04-05 06:00:00,UPI,2315.43,32.46,1,West,4,2.5,Apparel,Shirts,LG,13,False,Tablet,SocialMedia
O018195,C01902,P00664,2024-06-10 02:00:00,2024-06-13 02:00:00,UPI,741.67,37.6,4,West,3,4.8,Apparel,Shoes,Nike,310,False,Tablet,Organic
O018196,C02401,P00851,2024-06-17 13:00:00,2024-06-20 13:00:00,UPI,836.73,9.2,3,South,3,4.1,Sports,TeamSports,Levis,297,False,Tablet,SocialMedia
O018197,C02322,P00004,2024-07-20 00:00:00,2024-07-22 00:00:00,UPI,4825.3,3.23,1,South,2,3.2,Beauty,Skincare,Nike,387,False,Mobile,CampaignB
O018198,C02160,P00233,2023-01-12 15:00:00,2023-01-17 15:00:00,COD,2638.76,11.4,1,North,5,4.8,Sports,TeamSports,Levis,382,False,Mobile,CampaignB
O018199,C02056,P00668,2025-03-15 11:00:00,2025-03-23 11:00:00,CreditCard,1990.85,8.61,1,East,8,3.5,Electronics,Laptops,L'Oreal,406,False,Desktop,Organic
O018200,C01309,P00599,2024-01-31 05:00:00,2024-02-05 05:00:00,UPI,3034.27,39.51,1,South,5,2.4,Apparel,Shoes,LG,240,False,Tablet,CampaignA
O018201,C00256,P00894,2025-05-31 04:00:00,2025-06-03 04:00:00,Wallet,1884.1,12.91,1,East,3,4.4,Apparel,Shoes,LG,404,False,Desktop,CampaignB
O018202,C01396,P00367,2025-03-10 00:00:00,2025-03-20 00:00:00,COD,2901.18,37.29,2,North,10,2.3,Electronics,Smartphones,Puma,70,False,Mobile,CampaignA
O018203,C00425,P00540,2024-10-31 21:00:00,2024-11-04 21:00:00,COD,1041.0,5.33,2,West,4,4.4,Sports,Accessories,Samsung,35,False,Mobile,CampaignA
O018204,C00738,P00842,2024-07-19 03:00:00,2024-07-25 03:00:00,Wallet,2364.59,23.2,1,West,6,4.4,Electronics,Cameras,Samsung,116,False,Tablet,CampaignB
O018205,C02571,P00357,2023-11-05 15:00:00,2023-11-14 15:00:00,COD,2458.13,31.99,2,South,9,1.5,Home,Appliances,Sony,369,False,Mobile,CampaignB
O018206,C01966,P00874,2024-05-04 04:00:00,2024-05-09 04:00:00,UPI,3979.59,29.55,4,South,5,4.3,Apparel,Dresses,Apple,53,False,Tablet,SocialMedia
O018207,C01233,P00123,2024-03-06 21:00:00,2024-03-12 21:00:00,CreditCard,340.5,20.19,2,South,6,2.9,Electronics,Cameras,Nike,5,False,Tablet,SocialMedia
O018208,C01440,P00485,2024-12-28 19:00:00,2025-01-05 19:00:00,UPI,2048.54,22.05,3,West,8,3.9,Sports,Outdoor,LG,446,False,Mobile,SocialMedia
O018209,C00675,P00160,2024-01-12 23:00:00,2024-01-15 23:00:00,DebitCard,1816.37,38.13,3,North,3,1.0,Beauty,Makeup,Levis,214,False,Tablet,CampaignA
O018210,C00459,P00194,2023-11-10 19:00:00,2023-11-16 19:00:00,DebitCard,3138.29,44.68,4,East,6,3.7,Beauty,Haircare,LG,384,False,Mobile,Organic
O018211,C00308,P00172,2024-05-17 03:00:00,2024-05-22 03:00:00,Wallet,2658.96,36.83,3,South,5,4.3,Home,Appliances,Adidas,54,False,Mobile,SocialMedia
O018212,C02214,P00153,2024-04-12 15:00:00,2024-04-14 15:00:00,CreditCard,3327.36,29.79,2,East,2,4.3,Sports,Accessories,Samsung,485,False,Desktop,CampaignA
O018213,C02693,P00138,2023-12-19 13:00:00,2023-12-29 13:00:00,Wallet,2393.02,33.26,2,North,10,1.8,Sports,Fitness,Levis,72,False,Tablet,CampaignA
O018214,C01732,P00338,2025-03-14 11:00:00,2025-03-19 11:00:00,Wallet,2684.51,21.06,3,East,5,4.6,Sports,Outdoor,Adidas,220,True,Mobile,Organic
O018215,C01540,P00753,2025-03-21 18:00:00,2025-03-26 18:00:00,Wallet,3746.54,25.81,4,West,5,1.6,Apparel,Shirts,Philips,445,False,Mobile,CampaignB
O018216,C00017,P00645,2023-12-11 07:00:00,2023-12-17 07:00:00,COD,3526.48,16.41,1,North,6,1.2,Home,Furniture,Samsung,190,False,Desktop,CampaignB
O018217,C02732,P00062,2025-06-03 09:00:00,2025-06-11 09:00:00,DebitCard,778.81,28.76,2,East,8,3.0,Apparel,Shoes,Adidas,273,False,Mobile,Organic
O018218,C02508,P00673,2025-04-26 13:00:00,2025-05-02 13:00:00,DebitCard,817.27,18.01,4,East,6,1.9,Beauty,Makeup,Apple,430,False,Desktop,SocialMedia
O018219,C02617,P00225,2024-05-01 01:00:00,2024-05-05 01:00:00,DebitCard,764.62,24.71,3,South,4,2.2,Home,Decor,L'Oreal,326,False,Mobile,CampaignB
O018220,C01323,P00976,2023-10-16 00:00:00,2023-10-26 00:00:00,DebitCard,2910.26,28.57,4,West,10,2.5,Apparel,Shirts,Apple,79,False,Mobile,CampaignB
O018221,C02165,P00733,2023-01-16 06:00:00,2023-01-22 06:00:00,CreditCard,4215.01,26.75,3,East,6,2.1,Apparel,Dresses,Sony,72,False,Desktop,CampaignB
O018222,C01902,P00677,2023-03-13 03:00:00,2023-03-16 03:00:00,Wallet,3232.94,47.76,2,North,3,2.8,Home,Decor,Sony,94,False,Tablet,SocialMedia
O018223,C00805,P00941,2024-02-09 21:00:00,2024-02-17 21:00:00,COD,4512.34,28.81,3,North,8,5.0,Apparel,Dresses,Sony,367,False,Mobile,CampaignA
O018224,C01597,P00188,2023-07-24 11:00:00,2023-08-03 11:00:00,COD,590.18,47.41,3,South,10,4.2,Beauty,Makeup,Philips,80,True,Tablet,CampaignA
O018225,C02412,P00568,2023-01-02 15:00:00,2023-01-04 15:00:00,DebitCard,4548.19,26.24,1,South,2,2.0,Home,Appliances,Nike,459,False,Tablet,Organic
O018226,C01442,P00552,2023-06-08 17:00:00,2023-06-12 17:00:00,UPI,4750.89,2.38,1,North,4,1.6,Apparel,Shoes,Nike,200,False,Tablet,CampaignB
O018227,C02399,P00449,2025-05-14 11:00:00,2025-05-17 11:00:00,Wallet,2986.11,19.44,3,North,3,1.8,Sports,TeamSports,Adidas,143,False,Mobile,CampaignA
O018228,C02129,P00593,2025-03-06 21:00:00,2025-03-09 21:00:00,COD,728.92,46.12,2,South,3,2.2,Beauty,Skincare,LG,200,False,Desktop,CampaignB
O018229,C01754,P00639,2023-04-11 15:00:00,2023-04-14 15:00:00,COD,2984.67,39.48,3,North,3,4.0,Beauty,Makeup,Sony,376,False,Tablet,Organic
O018230,C02789,P00672,2024-09-24 07:00:00,2024-09-28 07:00:00,DebitCard,3916.29,18.5,4,North,4,2.6,Home,Decor,Philips,387,False,Mobile,CampaignB
O018231,C02167,P00920,2025-08-03 06:00:00,2025-08-06 06:00:00,Wallet,813.58,38.73,1,East,3,2.3,Home,Kitchen,L'Oreal,259,False,Mobile,CampaignB
O018232,C02883,P00236,2023-08-22 23:00:00,2023-08-29 23:00:00,CreditCard,4716.78,12.35,4,East,7,2.1,Home,Kitchen,Adidas,134,True,Mobile,CampaignA
O018233,C01953,P00610,2023-10-28 15:00:00,2023-11-03 15:00:00,DebitCard,1644.34,46.22,1,East,6,3.3,Electronics,Laptops,Samsung,72,False,Tablet,Organic
O018234,C00898,P00378,2024-05-12 15:00:00,2024-05-19 15:00:00,CreditCard,1927.56,5.52,2,South,7,2.4,Home,Furniture,LG,447,False,Desktop,CampaignB
O018235,C01606,P00272,2024-08-17 10:00:00,2024-08-19 10:00:00,UPI,3598.82,39.97,3,North,2,2.3,Apparel,Dresses,Sony,42,False,Mobile,CampaignA
O018236,C02284,P00477,2023-12-01 15:00:00,2023-12-10 15:00:00,UPI,3659.05,43.9,2,North,9,3.6,Sports,Accessories,Puma,350,False,Tablet,SocialMedia
O018237,C00500,P00523,2023-03-09 06:00:00,2023-03-11 06:00:00,UPI,2591.16,6.55,3,East,2,4.8,Home,Kitchen,Levis,163,False,Mobile,CampaignB
O018238,C00741,P00432,2024-06-12 01:00:00,2024-06-20 01:00:00,UPI,2029.43,30.97,4,West,8,1.8,Electronics,Headphones,Sony,386,False,Tablet,Organic
O018239,C01189,P00222,2024-02-19 22:00:00,2024-02-24 22:00:00,DebitCard,3178.53,42.6,3,West,5,1.3,Apparel,Dresses,LG,297,False,Mobile,CampaignA
O018240,C00829,P00820,2025-03-04 01:00:00,2025-03-08 01:00:00,UPI,616.0,13.1,3,East,4,1.6,Apparel,Shoes,Adidas,284,False,Desktop,Organic
O018241,C02430,P00323,2023-08-03 01:00:00,2023-08-13 01:00:00,DebitCard,3369.31,2.32,4,North,10,2.4,Beauty,Skincare,Philips,390,False,Desktop,CampaignA
O018242,C00598,P00785,2025-06-22 08:00:00,2025-06-27 08:00:00,UPI,1925.11,21.2,1,North,5,4.7,Beauty,Fragrance,L'Oreal,426,False,Desktop,SocialMedia
O018243,C00532,P00272,2025-03-20 16:00:00,2025-03-23 16:00:00,Wallet,778.03,4.05,4,South,3,4.3,Apparel,Dresses,Sony,103,False,Tablet,CampaignA
O018244,C01873,P00468,2023-08-28 05:00:00,2023-09-05 05:00:00,Wallet,2210.58,10.53,4,East,8,2.8,Sports,Accessories,Philips,176,False,Desktop,CampaignA
O018245,C02402,P00940,2024-06-12 22:00:00,2024-06-21 22:00:00,CreditCard,4940.02,28.16,2,North,9,4.3,Apparel,Shoes,Sony,216,False,Mobile,CampaignA
O018246,C01298,P00759,2024-09-08 06:00:00,2024-09-18 06:00:00,UPI,3954.64,29.63,3,North,10,2.0,Sports,TeamSports,Philips,256,False,Tablet,CampaignB
O018247,C01752,P00796,2025-05-26 11:00:00,2025-05-29 11:00:00,Wallet,631.04,41.54,3,North,3,1.3,Home,Decor,Puma,482,False,Desktop,CampaignB
O018248,C02506,P00528,2025-03-03 05:00:00,2025-03-11 05:00:00,Wallet,2953.34,14.35,1,South,8,1.1,Electronics,Cameras,Puma,17,False,Tablet,SocialMedia
O018249,C00457,P00856,2023-06-12 11:00:00,2023-06-21 11:00:00,DebitCard,3456.45,34.61,4,South,9,3.3,Home,Decor,Puma,105,False,Desktop,CampaignB
O018250,C02871,P00588,2023-06-03 07:00:00,2023-06-12 07:00:00,UPI,2654.18,5.66,1,South,9,2.2,Apparel,Jeans,LG,242,False,Mobile,CampaignA
O018251,C01495,P00474,2023-10-02 10:00:00,2023-10-09 10:00:00,COD,510.37,4.34,4,West,7,3.8,Beauty,Fragrance,Nike,190,False,Tablet,CampaignA
O018252,C02792,P00388,2023-09-11 19:00:00,2023-09-17 19:00:00,Wallet,689.22,48.4,4,West,6,1.3,Electronics,Laptops,L'Oreal,72,False,Tablet,SocialMedia
O018253,C02792,P00890,2024-07-08 22:00:00,2024-07-13 22:00:00,UPI,2843.63,40.99,1,West,5,1.6,Home,Appliances,Puma,92,False,Mobile,Organic
O018254,C02976,P00272,2024-07-25 22:00:00,2024-07-29 22:00:00,COD,2429.9,41.75,2,South,4,1.1,Apparel,Dresses,Sony,58,False,Tablet,CampaignA
O018255,C01041,P00713,2024-06-24 21:00:00,2024-07-04 21:00:00,COD,3038.47,17.69,1,East,10,1.3,Sports,Fitness,Sony,27,False,Mobile,SocialMedia
O018256,C01416,P00784,2024-03-25 15:00:00,2024-03-30 15:00:00,COD,1433.71,26.21,3,South,5,1.5,Electronics,Headphones,Sony,172,False,Tablet,Organic
O018257,C01504,P00791,2023-02-14 19:00:00,2023-02-19 19:00:00,Wallet,3589.6,14.69,3,East,5,4.2,Electronics,Laptops,Nike,336,False,Mobile,CampaignB
O018258,C00774,P00495,2024-05-11 09:00:00,2024-05-13 09:00:00,COD,3049.75,3.23,3,South,2,4.1,Sports,Accessories,LG,111,False,Mobile,SocialMedia
O018259,C00072,P00833,2024-03-20 16:00:00,2024-03-28 16:00:00,UPI,382.57,40.29,4,North,8,1.4,Home,Furniture,Adidas,205,False,Tablet,CampaignA
O018260,C01149,P00008,2024-06-08 12:00:00,2024-06-12 12:00:00,COD,4469.93,27.83,2,North,4,1.6,Beauty,Haircare,Nike,324,False,Tablet,CampaignB
O018261,C00195,P00289,2024-09-08 23:00:00,2024-09-10 23:00:00,DebitCard,3657.15,15.56,1,West,2,4.3,Sports,Fitness,L'Oreal,442,False,Tablet,CampaignA
O018262,C02099,P00823,2023-02-28 23:00:00,2023-03-02 23:00:00,Wallet,4288.27,16.01,4,West,2,4.9,Apparel,Shoes,Apple,464,False,Mobile,CampaignB
O018263,C02254,P00159,2023-12-18 05:00:00,2023-12-22 05:00:00,Wallet,979.43,7.85,3,North,4,2.4,Sports,Fitness,Puma,132,False,Desktop,CampaignB
O018264,C00693,P00620,2025-02-19 07:00:00,2025-02-27 07:00:00,DebitCard,3958.63,19.13,3,West,8,4.1,Beauty,Fragrance,Apple,50,False,Mobile,CampaignB
O018265,C01696,P00257,2025-06-05 11:00:00,2025-06-10 11:00:00,COD,1997.1,6.86,2,East,5,1.4,Home,Appliances,Sony,346,True,Mobile,CampaignA
O018266,C01285,P00496,2023-08-17 16:00:00,2023-08-25 16:00:00,Wallet,939.58,10.21,3,South,8,1.2,Electronics,Smartphones,Levis,304,False,Mobile,CampaignA
O018267,C01378,P00603,2024-08-29 00:00:00,2024-09-04 00:00:00,COD,1767.0,13.77,3,North,6,4.6,Beauty,Skincare,Adidas,306,False,Mobile,SocialMedia
O018268,C02414,P00995,2023-04-10 12:00:00,2023-04-13 12:00:00,CreditCard,3324.07,21.59,3,West,3,1.3,Home,Kitchen,L'Oreal,83,False,Desktop,CampaignA
O018269,C02540,P00314,2025-08-10 21:00:00,2025-08-19 21:00:00,UPI,1378.44,19.89,1,East,9,3.3,Beauty,Fragrance,Levis,300,False,Tablet,CampaignA
O018270,C02580,P00774,2025-04-19 22:00:00,2025-04-28 22:00:00,UPI,689.6,33.06,3,North,9,1.7,Electronics,Headphones,Apple,182,False,Desktop,Organic
O018271,C01927,P00860,2025-04-13 04:00:00,2025-04-17 04:00:00,DebitCard,410.94,19.4,1,South,4,3.7,Home,Decor,Apple,43,False,Mobile,Organic
O018272,C01267,P00749,2024-04-14 21:00:00,2024-04-19 21:00:00,CreditCard,1315.98,39.44,3,East,5,2.2,Beauty,Haircare,Samsung,196,False,Mobile,SocialMedia
O018273,C01455,P00044,2023-03-18 22:00:00,2023-03-22 22:00:00,CreditCard,3859.13,7.31,3,North,4,5.0,Sports,Outdoor,Samsung,152,False,Tablet,CampaignB
O018274,C01504,P00901,2025-03-15 23:00:00,2025-03-22 23:00:00,DebitCard,2027.08,2.77,4,East,7,4.3,Electronics,Laptops,L'Oreal,471,False,Tablet,CampaignA
O018275,C02111,P00192,2023-02-19 03:00:00,2023-02-22 03:00:00,DebitCard,4058.33,13.72,1,West,3,3.9,Electronics,Smartphones,Sony,261,False,Tablet,CampaignA
O018276,C00379,P00600,2024-08-23 08:00:00,2024-08-28 08:00:00,Wallet,4959.6,12.77,4,East,5,2.7,Apparel,Dresses,Puma,280,False,Desktop,CampaignB
O018277,C02570,P00584,2023-11-03 11:00:00,2023-11-13 11:00:00,CreditCard,1818.82,23.39,2,South,10,4.5,Beauty,Makeup,Philips,85,False,Desktop,SocialMedia
O018278,C01174,P00667,2025-01-10 07:00:00,2025-01-16 07:00:00,CreditCard,979.16,20.96,4,North,6,4.1,Beauty,Fragrance,Nike,206,False,Desktop,SocialMedia
O018279,C00255,P00326,2023-07-16 23:00:00,2023-07-25 23:00:00,UPI,790.01,14.05,1,East,9,1.2,Apparel,Shirts,Puma,19,True,Desktop,CampaignA
O018280,C01018,P00825,2023-10-29 04:00:00,2023-11-06 04:00:00,DebitCard,1252.66,47.37,3,South,8,3.1,Apparel,Shirts,Sony,341,False,Desktop,CampaignB
O018281,C01767,P00353,2025-02-05 22:00:00,2025-02-14 22:00:00,COD,3135.43,24.99,4,East,9,2.8,Home,Decor,Levis,474,False,Desktop,SocialMedia
O018282,C02944,P00102,2024-06-19 23:00:00,2024-06-23 23:00:00,CreditCard,3924.94,47.79,4,South,4,4.9,Home,Kitchen,Puma,270,False,Mobile,CampaignA
O018283,C00061,P00033,2025-07-12 05:00:00,2025-07-16 05:00:00,CreditCard,1144.03,7.96,1,West,4,3.7,Electronics,Laptops,L'Oreal,23,False,Tablet,Organic
O018284,C00480,P00398,2025-03-15 10:00:00,2025-03-17 10:00:00,CreditCard,3555.85,49.1,2,South,2,1.5,Apparel,Jeans,Puma,231,False,Desktop,CampaignA
O018285,C02627,P00889,2023-07-20 14:00:00,2023-07-27 14:00:00,COD,4361.71,13.15,3,South,7,4.0,Sports,Outdoor,Puma,337,False,Desktop,Organic
O018286,C01692,P00092,2023-01-22 22:00:00,2023-01-29 22:00:00,Wallet,2746.08,2.04,2,North,7,2.1,Apparel,Dresses,Philips,451,False,Desktop,SocialMedia
O018287,C00016,P00708,2023-02-07 16:00:00,2023-02-11 16:00:00,DebitCard,3870.21,1.35,2,East,4,1.1,Beauty,Skincare,Samsung,345,False,Mobile,SocialMedia
O018288,C01458,P00728,2024-01-13 21:00:00,2024-01-23 21:00:00,COD,929.7,38.1,1,South,10,3.2,Home,Appliances,Adidas,287,False,Tablet,SocialMedia
O018289,C01082,P00907,2025-04-06 16:00:00,2025-04-14 16:00:00,CreditCard,1660.9,19.99,2,South,8,2.2,Sports,Accessories,Levis,323,False,Desktop,SocialMedia
O018290,C00057,P00337,2024-12-07 00:00:00,2024-12-11 00:00:00,DebitCard,3630.74,18.72,3,North,4,1.6,Apparel,Dresses,Sony,287,False,Tablet,CampaignB
O018291,C00865,P00966,2023-08-08 14:00:00,2023-08-14 14:00:00,CreditCard,1925.33,43.1,3,North,6,4.3,Beauty,Haircare,Nike,407,False,Mobile,SocialMedia
O018292,C01909,P00159,2024-12-23 03:00:00,2024-12-31 03:00:00,DebitCard,1705.74,22.44,4,North,8,1.3,Sports,Fitness,Puma,78,False,Tablet,Organic
O018293,C01435,P00442,2025-03-29 08:00:00,2025-04-05 08:00:00,CreditCard,1986.34,17.75,2,West,7,2.7,Electronics,Cameras,Philips,101,False,Tablet,CampaignA
O018294,C00493,P00931,2024-02-13 10:00:00,2024-02-15 10:00:00,UPI,4542.57,48.86,3,North,2,3.2,Beauty,Makeup,Adidas,487,False,Tablet,CampaignB
O018295,C01503,P00152,2025-08-25 13:00:00,2025-08-29 13:00:00,DebitCard,2778.04,15.3,3,West,4,4.0,Beauty,Fragrance,Apple,264,False,Mobile,SocialMedia
O018296,C02935,P00862,2024-08-17 18:00:00,2024-08-22 18:00:00,UPI,1738.59,36.99,3,East,5,4.3,Apparel,Shoes,Sony,181,False,Tablet,CampaignB
O018297,C02494,P00618,2023-02-12 17:00:00,2023-02-14 17:00:00,UPI,458.26,45.72,1,West,2,1.2,Beauty,Skincare,Nike,100,True,Mobile,CampaignB
O018298,C02545,P00096,2023-06-17 23:00:00,2023-06-23 23:00:00,CreditCard,1058.92,29.8,4,West,6,2.8,Home,Appliances,LG,430,False,Desktop,Organic
O018299,C01667,P00146,2023-12-21 21:00:00,2023-12-26 21:00:00,COD,1557.74,13.09,3,East,5,2.1,Sports,Outdoor,Apple,356,False,Tablet,Organic
O018300,C00408,P00051,2023-09-12 05:00:00,2023-09-18 05:00:00,DebitCard,920.87,24.0,2,West,6,1.3,Beauty,Skincare,L'Oreal,479,False,Tablet,CampaignA
O018301,C00709,P00670,2025-01-21 05:00:00,2025-01-27 05:00:00,UPI,3378.15,25.31,1,North,6,1.4,Beauty,Haircare,Samsung,398,False,Desktop,CampaignB
O018302,C02539,P00342,2024-10-28 15:00:00,2024-11-02 15:00:00,DebitCard,324.2,13.38,2,North,5,1.3,Beauty,Fragrance,Adidas,243,False,Tablet,CampaignB
O018303,C02505,P00684,2024-03-23 09:00:00,2024-03-31 09:00:00,Wallet,3323.39,44.9,4,North,8,1.7,Home,Kitchen,Adidas,87,False,Mobile,CampaignA
O018304,C02659,P00562,2025-08-23 08:00:00,2025-08-29 08:00:00,DebitCard,4777.26,37.72,3,East,6,3.4,Beauty,Skincare,Levis,432,True,Tablet,Organic
O018305,C00752,P00059,2023-11-20 19:00:00,2023-11-23 19:00:00,Wallet,1659.22,18.5,4,South,3,4.2,Home,Furniture,Philips,340,True,Desktop,SocialMedia
O018306,C02960,P00257,2025-08-12 12:00:00,2025-08-21 12:00:00,CreditCard,427.81,5.44,1,North,9,2.2,Home,Appliances,Sony,363,False,Desktop,CampaignA
O018307,C00021,P00598,2023-11-13 00:00:00,2023-11-20 00:00:00,UPI,1094.27,23.69,1,South,7,4.1,Beauty,Fragrance,Philips,37,False,Mobile,CampaignA
O018308,C00362,P00841,2024-12-30 03:00:00,2025-01-02 03:00:00,COD,347.41,5.15,2,West,3,1.2,Apparel,Shirts,Sony,405,False,Desktop,CampaignA
O018309,C01195,P00608,2024-04-19 00:00:00,2024-04-21 00:00:00,DebitCard,633.93,2.47,1,East,2,2.5,Electronics,Headphones,Samsung,141,False,Desktop,SocialMedia
O018310,C02787,P00936,2024-05-07 15:00:00,2024-05-16 15:00:00,DebitCard,1121.11,32.51,2,North,9,3.6,Sports,Fitness,Philips,80,False,Tablet,CampaignB
O018311,C02912,P00027,2023-03-05 06:00:00,2023-03-08 06:00:00,COD,1185.8,15.42,1,East,3,3.5,Beauty,Haircare,Adidas,127,False,Tablet,CampaignB
O018312,C02747,P00168,2024-01-31 13:00:00,2024-02-04 13:00:00,COD,4440.88,14.66,4,South,4,3.4,Sports,Accessories,L'Oreal,322,True,Desktop,SocialMedia
O018313,C02987,P00340,2023-05-13 03:00:00,2023-05-20 03:00:00,COD,2040.49,8.81,2,East,7,2.6,Home,Appliances,Sony,497,False,Desktop,Organic
O018314,C00039,P00566,2024-12-18 02:00:00,2024-12-27 02:00:00,COD,2791.91,31.71,1,North,9,3.3,Home,Appliances,Philips,234,False,Mobile,SocialMedia
O018315,C01654,P00515,2023-06-24 10:00:00,2023-06-28 10:00:00,DebitCard,1706.99,23.81,2,West,4,2.1,Apparel,Dresses,LG,472,False,Desktop,CampaignB
O018316,C00834,P00488,2024-09-02 14:00:00,2024-09-04 14:00:00,UPI,4922.6,38.32,2,East,2,4.2,Apparel,Jeans,Adidas,109,False,Mobile,CampaignB
O018317,C01967,P00220,2023-09-14 00:00:00,2023-09-17 00:00:00,DebitCard,1292.57,40.25,2,East,3,5.0,Beauty,Makeup,Puma,479,False,Tablet,SocialMedia
O018318,C02688,P00851,2023-07-29 11:00:00,2023-08-03 11:00:00,Wallet,3108.49,35.93,2,South,5,3.4,Sports,TeamSports,Levis,128,False,Tablet,SocialMedia
O018319,C01825,P00031,2025-05-13 22:00:00,2025-05-18 22:00:00,DebitCard,2164.81,41.69,3,North,5,4.1,Electronics,Headphones,Philips,2,True,Desktop,CampaignA
O018320,C01371,P00461,2024-10-25 02:00:00,2024-10-30 02:00:00,CreditCard,2732.79,39.99,1,East,5,3.4,Electronics,Smartphones,L'Oreal,127,True,Desktop,CampaignA
O018321,C02319,P00317,2023-07-12 18:00:00,2023-07-14 18:00:00,UPI,843.82,11.62,3,West,2,3.0,Beauty,Skincare,L'Oreal,290,False,Desktop,SocialMedia
O018322,C01359,P00480,2023-12-07 10:00:00,2023-12-14 10:00:00,COD,4055.44,31.59,3,East,7,3.0,Sports,Accessories,L'Oreal,432,False,Desktop,SocialMedia
O018323,C02523,P00337,2023-09-18 19:00:00,2023-09-22 19:00:00,CreditCard,2248.43,4.5,4,West,4,1.8,Apparel,Dresses,Sony,84,False,Mobile,CampaignB
O018324,C01062,P00987,2024-11-16 09:00:00,2024-11-18 09:00:00,Wallet,1954.01,16.6,4,North,2,3.3,Electronics,Cameras,LG,255,True,Desktop,CampaignB
O018325,C01307,P00099,2024-06-21 11:00:00,2024-06-28 11:00:00,CreditCard,1368.86,23.23,4,North,7,4.5,Sports,Outdoor,L'Oreal,26,False,Mobile,CampaignB
O018326,C02811,P00727,2023-08-07 00:00:00,2023-08-16 00:00:00,UPI,2768.97,24.49,1,East,9,2.8,Sports,Outdoor,Samsung,395,True,Tablet,SocialMedia
O018327,C02384,P00754,2025-05-23 14:00:00,2025-05-30 14:00:00,CreditCard,1315.11,8.94,4,North,7,2.5,Apparel,Dresses,Philips,387,False,Desktop,CampaignB
O018328,C00065,P00527,2023-05-05 03:00:00,2023-05-15 03:00:00,Wallet,3404.31,3.96,1,North,10,1.1,Apparel,Jeans,Puma,395,False,Tablet,SocialMedia
O018329,C01224,P00350,2025-04-15 22:00:00,2025-04-17 22:00:00,CreditCard,2379.59,19.81,3,East,2,2.6,Apparel,Shirts,Sony,282,False,Mobile,SocialMedia
O018330,C00343,P00040,2023-12-05 20:00:00,2023-12-12 20:00:00,DebitCard,4723.15,47.2,3,East,7,2.4,Apparel,Jeans,Levis,363,False,Mobile,CampaignA
O018331,C02470,P00496,2025-05-18 14:00:00,2025-05-21 14:00:00,COD,2673.29,47.01,4,South,3,4.3,Electronics,Smartphones,Levis,101,False,Desktop,CampaignB
O018332,C02623,P00985,2023-11-14 09:00:00,2023-11-16 09:00:00,CreditCard,3974.8,11.25,4,North,2,1.1,Beauty,Makeup,Samsung,214,True,Tablet,CampaignB
O018333,C00169,P00339,2025-03-16 20:00:00,2025-03-26 20:00:00,Wallet,3566.04,2.56,3,North,10,3.5,Beauty,Haircare,Philips,159,False,Tablet,CampaignB
O018334,C02418,P00285,2025-01-22 02:00:00,2025-02-01 02:00:00,COD,1359.8,7.95,4,North,10,1.0,Beauty,Fragrance,Sony,183,False,Mobile,Organic
O018335,C02121,P00406,2024-03-24 06:00:00,2024-03-26 06:00:00,Wallet,2306.58,24.73,1,East,2,4.6,Sports,Accessories,Adidas,436,True,Desktop,CampaignA
O018336,C01636,P00938,2024-11-14 18:00:00,2024-11-23 18:00:00,UPI,2189.05,26.54,4,East,9,2.8,Home,Furniture,Puma,379,False,Desktop,CampaignB
O018337,C02952,P00865,2024-07-22 09:00:00,2024-07-25 09:00:00,COD,841.38,38.97,2,South,3,4.7,Beauty,Haircare,Levis,286,False,Mobile,CampaignA
O018338,C00478,P00965,2024-08-16 17:00:00,2024-08-26 17:00:00,COD,2057.4,18.82,2,North,10,1.4,Sports,Outdoor,Philips,427,False,Tablet,CampaignA
O018339,C00235,P00390,2024-06-02 14:00:00,2024-06-06 14:00:00,CreditCard,1018.58,32.64,2,West,4,1.7,Apparel,Shoes,Nike,160,False,Mobile,CampaignA
O018340,C00289,P00724,2023-01-06 05:00:00,2023-01-10 05:00:00,DebitCard,2299.5,46.29,3,North,4,3.5,Home,Furniture,Philips,175,False,Mobile,Organic
