return_id,order_id,return_date,return_reason,refund_amount,pickup_delay_days
R011379,O011380,2025-07-28 19:00:00,Other,3760.42,2
R014511,O014512,2024-06-19 14:00:00,Size Issue,12199.5,1
R005143,O005144,2023-05-13 05:00:00,Wrong Item,6064.66,6
R015163,O015164,2025-08-13 04:00:00,Wrong Item,1586.04,2
R004140,O004141,2023-12-25 18:00:00,Changed Mind,8189.48,2
R003979,O003980,2025-08-28 07:00:00,Size Issue,6667.14,4
R012385,O012386,2023-07-26 21:00:00,Size Issue,3430.76,4
R008586,O008587,2025-03-25 09:00:00,Defective,4169.28,6
R011213,O011214,2024-10-08 09:00:00,Size Issue,2086.98,6
R013806,O013807,2024-03-26 20:00:00,Other,2921.86,2
R013205,O013206,2024-11-03 18:00:00,Wrong Item,18462.32,1
R012797,O012798,2024-12-22 11:00:00,Changed Mind,4394.68,1
R006541,O006542,2024-11-13 12:00:00,Defective,9200.06,3
R002958,O002959,2024-09-07 07:00:00,Defective,2985.88,2
R014626,O014627,2023-10-10 00:00:00,Wrong Item,3667.26,5
R007897,O007898,2024-01-14 15:00:00,Changed Mind,7421.8,5
R014253,O014254,2025-01-18 03:00:00,Changed Mind,3007.23,3
R006876,O006877,2025-06-15 07:00:00,Changed Mind,6528.94,2
R017966,O017967,2023-02-25 17:00:00,Wrong Item,397.59,1
R019616,O019617,2025-04-02 16:00:00,Defective,2954.8500000000004,3
R013133,O013134,2023-06-08 16:00:00,Changed Mind,19420.76,6
R014356,O014357,2024-08-10 09:00:00,Changed Mind,3915.84,4
R017318,O017319,2023-02-12 15:00:00,Defective,5483.5199999999995,5
R012417,O012418,2024-11-06 04:00:00,Defective,11467.2,4
R016488,O016489,2023-08-23 11:00:00,Wrong Item,6296.82,5
R011764,O011765,2025-06-06 20:00:00,Changed Mind,2149.8,5
R012753,O012754,2023-11-22 02:00:00,Size Issue,9744.210000000001,1
R001983,O001984,2025-06-25 07:00:00,Wrong Item,8103.48,5
R008409,O008410,2023-09-20 15:00:00,Defective,5195.92,2
R018445,O018446,2024-07-26 08:00:00,Size Issue,852.74,3
R004115,O004116,2025-02-01 16:00:00,Changed Mind,1563.93,4
R004488,O004489,2024-09-19 23:00:00,Changed Mind,8156.0,4
R015541,O015542,2023-05-29 17:00:00,Size Issue,9822.28,5
R006023,O006024,2024-03-23 14:00:00,Wrong Item,2187.47,2
R007793,O007794,2023-10-14 18:00:00,Wrong Item,3929.08,1
R000657,O000658,2023-01-12 08:00:00,Defective,3905.38,5
R013515,O013516,2025-04-27 08:00:00,Other,7057.349999999999,5
R000751,O000752,2024-10-14 04:00:00,Changed Mind,9537.03,2
R002081,O002082,2024-02-08 10:00:00,Other,5029.0,6
R012217,O012218,2023-03-23 06:00:00,Changed Mind,14342.22,4
R006061,O006062,2025-08-29 09:00:00,Changed Mind,3517.01,1
R003341,O003342,2023-05-10 10:00:00,Defective,1747.44,5
R013037,O013038,2025-01-18 00:00:00,Changed Mind,7202.58,5
R000843,O000844,2023-08-11 23:00:00,Defective,12577.199999999999,2
R012758,O012759,2023-06-02 01:00:00,Changed Mind,15271.56,4
R015287,O015288,2024-07-31 12:00:00,Wrong Item,1985.48,2
R013562,O013563,2023-12-18 22:00:00,Size Issue,2749.68,3
R010678,O010679,2023-08-25 00:00:00,Size Issue,2817.49,4
R015130,O015131,2023-11-19 07:00:00,Defective,3854.14,4
R010838,O010839,2023-05-21 00:00:00,Wrong Item,3184.92,6
R019158,O019159,2023-11-06 14:00:00,Other,4231.42,3
R003511,O003512,2024-10-01 23:00:00,Size Issue,5893.1,4
R017255,O017256,2025-06-29 17:00:00,Wrong Item,8016.38,3
R011771,O011772,2025-01-25 10:00:00,Defective,2747.99,2
R000553,O000554,2024-01-01 21:00:00,Other,3321.2,3
R019215,O019216,2025-01-15 13:00:00,Other,3299.96,3
R005883,O005884,2024-09-29 10:00:00,Wrong Item,4387.52,6
R012119,O012120,2024-08-02 20:00:00,Changed Mind,1260.91,6
R015839,O015840,2024-01-23 11:00:00,Size Issue,2356.56,4
R011098,O011099,2023-11-06 18:00:00,Other,8557.66,4
R000576,O000577,2025-05-01 12:00:00,Wrong Item,6391.650000000001,4
R006874,O006875,2024-04-08 02:00:00,Changed Mind,4485.0,6
R004461,O004462,2023-08-22 06:00:00,Size Issue,555.37,4
R014785,O014786,2024-03-08 21:00:00,Wrong Item,7918.6,5
R000047,O000048,2024-09-09 22:00:00,Defective,12239.48,6
R006267,O006268,2025-01-04 19:00:00,Other,3854.12,5
R007578,O007579,2023-03-19 21:00:00,Other,2705.04,1
R008552,O008553,2025-07-26 07:00:00,Changed Mind,4883.35,1
R015298,O015299,2023-07-10 08:00:00,Other,7831.66,2
R004852,O004853,2024-12-18 13:00:00,Defective,14126.92,6
R017389,O017390,2024-06-23 11:00:00,Defective,4540.33,5
R001215,O001216,2023-01-29 19:00:00,Defective,6801.5,6
R018319,O018320,2024-11-13 02:00:00,Other,2732.79,6
R001944,O001945,2024-08-02 16:00:00,Wrong Item,1302.3,5
R016432,O016433,2024-02-05 18:00:00,Changed Mind,18671.56,5
R001450,O001451,2023-06-16 23:00:00,Size Issue,6069.48,6
R016747,O016748,2025-04-07 22:00:00,Defective,4462.13,1
R005226,O005227,2025-03-05 14:00:00,Other,2575.04,2
R015174,O015175,2024-10-14 22:00:00,Size Issue,11244.45,2
R005046,O005047,2023-07-06 05:00:00,Size Issue,9210.12,4
R002403,O002404,2024-05-31 22:00:00,Wrong Item,13464.56,5
R010664,O010665,2023-12-05 11:00:00,Other,1163.64,3
R013858,O013859,2024-12-11 01:00:00,Wrong Item,3877.96,2
R010436,O010437,2023-08-01 09:00:00,Changed Mind,2175.46,5
R018244,O018245,2024-06-27 22:00:00,Defective,9880.04,2
R014321,O014322,2025-04-13 23:00:00,Wrong Item,14517.66,5
R015778,O015779,2024-12-10 13:00:00,Changed Mind,863.32,2
R003704,O003705,2023-07-05 02:00:00,Other,2028.24,6
R002168,O002169,2023-09-06 22:00:00,Wrong Item,5682.24,3
R008786,O008787,2023-04-09 20:00:00,Wrong Item,881.26,3
R009826,O009827,2024-03-21 18:00:00,Wrong Item,2196.71,1
R019245,O019246,2025-01-02 06:00:00,Defective,16603.12,5
R006173,O006174,2024-12-08 14:00:00,Size Issue,7958.01,5
R014086,O014087,2025-08-04 16:00:00,Changed Mind,2843.61,1
R010609,O010610,2024-12-01 18:00:00,Other,10366.28,5
R015412,O015413,2023-02-02 06:00:00,Wrong Item,2027.21,5
R012701,O012702,2023-12-19 21:00:00,Other,8495.92,1
R015157,O015158,2023-05-06 16:00:00,Defective,1585.68,6
R001213,O001214,2024-06-13 22:00:00,Defective,14013.93,1
R016925,O016926,2024-08-22 14:00:00,Changed Mind,13644.64,2
R006670,O006671,2023-06-10 00:00:00,Size Issue,6800.16,6
R013022,O013023,2025-01-25 22:00:00,Other,5322.16,5
R017970,O017971,2023-09-25 22:00:00,Defective,2302.75,6
R004874,O004875,2024-06-26 13:00:00,Size Issue,7744.44,3
R005459,O005460,2024-07-13 03:00:00,Other,8876.58,2
R016062,O016063,2024-06-27 20:00:00,Size Issue,4398.23,4
R003207,O003208,2023-04-29 20:00:00,Defective,7117.289999999999,4
R004930,O004931,2023-05-05 06:00:00,Size Issue,7952.25,1
R003353,O003354,2023-12-31 14:00:00,Changed Mind,1563.6,2
R000744,O000745,2024-01-23 04:00:00,Size Issue,3066.5,4
R010327,O010328,2025-02-07 06:00:00,Changed Mind,3239.65,1
R005371,O005372,2025-04-22 06:00:00,Size Issue,7540.5599999999995,6
R009626,O009627,2023-09-09 02:00:00,Other,4944.52,6
R018184,O018185,2025-06-14 09:00:00,Changed Mind,8189.66,2
R018136,O018137,2024-11-24 15:00:00,Wrong Item,3072.54,4
R017182,O017183,2024-06-24 20:00:00,Changed Mind,13922.97,2
R004445,O004446,2023-01-12 15:00:00,Defective,3435.4,1
R004401,O004402,2025-04-09 16:00:00,Other,13941.76,3
R018733,O018734,2023-10-21 12:00:00,Other,11138.44,3
R003623,O003624,2025-04-27 23:00:00,Size Issue,1135.8,6
R016635,O016636,2025-07-01 07:00:00,Size Issue,10222.44,5
R000729,O000730,2023-07-28 17:00:00,Size Issue,19066.88,2
R004547,O004548,2024-12-29 23:00:00,Wrong Item,4960.44,1
R001640,O001641,2023-03-05 03:00:00,Defective,4185.7,1
R014921,O014922,2025-04-26 19:00:00,Other,13629.99,1
R014099,O014100,2023-08-12 00:00:00,Defective,3731.91,2
R012645,O012646,2023-02-24 21:00:00,Other,1886.6399999999999,2
R000542,O000543,2024-03-05 11:00:00,Other,1857.7,3
R018280,O018281,2025-02-21 22:00:00,Defective,12541.72,4
R012116,O012117,2025-02-14 13:00:00,Size Issue,1028.42,1
R009003,O009004,2023-02-03 18:00:00,Size Issue,5554.92,5
R000146,O000147,2025-09-04 21:00:00,Defective,3486.8,6
R003482,O003483,2024-04-09 02:00:00,Wrong Item,2517.39,6
R019846,O019847,2025-04-08 06:00:00,Wrong Item,10514.28,3
R000241,O000242,2025-01-28 00:00:00,Wrong Item,4328.23,6
R007502,O007503,2025-09-15 23:00:00,Size Issue,3246.76,2
R009808,O009809,2025-04-19 16:00:00,Defective,14450.28,6
R018653,O018654,2024-11-04 14:00:00,Defective,10287.96,3
R011188,O011189,2023-12-30 15:00:00,Changed Mind,10218.75,5
R010299,O010300,2023-07-27 22:00:00,Defective,5120.2,1
R001952,O001953,2023-02-07 14:00:00,Size Issue,4545.38,2
R005227,O005228,2023-11-24 05:00:00,Changed Mind,8135.04,2
R012060,O012061,2025-02-26 02:00:00,Wrong Item,958.23,4
R001594,O001595,2025-07-30 21:00:00,Changed Mind,1325.06,6
R017352,O017353,2024-12-23 13:00:00,Other,1051.1100000000001,2
R003919,O003920,2025-06-10 10:00:00,Changed Mind,8186.0,4
R005460,O005461,2024-11-21 17:00:00,Changed Mind,1586.12,3
R009430,O009431,2025-05-07 04:00:00,Size Issue,1376.68,2
R019540,O019541,2023-12-10 01:00:00,Size Issue,4365.26,3
R014438,O014439,2023-11-14 07:00:00,Defective,13022.08,1
R008822,O008823,2025-07-16 07:00:00,Changed Mind,7382.88,3
R013688,O013689,2023-02-28 11:00:00,Defective,4775.63,4
R015843,O015844,2025-05-19 17:00:00,Wrong Item,758.25,4
R002078,O002079,2023-04-03 09:00:00,Size Issue,2238.08,4
R016121,O016122,2024-11-01 03:00:00,Wrong Item,3295.5,4
R009477,O009478,2024-12-09 06:00:00,Size Issue,2008.0500000000002,2
R014284,O014285,2023-02-21 04:00:00,Wrong Item,18810.68,4
R007780,O007781,2023-01-12 22:00:00,Wrong Item,3272.08,6
R016491,O016492,2025-04-09 00:00:00,Size Issue,4760.69,1
R000000,O000001,2024-03-17 02:00:00,Defective,4239.75,4
R006409,O006410,2023-05-03 01:00:00,Size Issue,13612.079999999998,6
R008760,O008761,2023-09-18 10:00:00,Defective,14181.21,3
R010193,O010194,2023-04-30 12:00:00,Size Issue,9514.08,4
R012354,O012355,2023-06-28 12:00:00,Changed Mind,13609.41,4
R002144,O002145,2024-10-12 18:00:00,Defective,7650.06,3
R018278,O018279,2023-07-27 23:00:00,Wrong Item,790.01,2
R007949,O007950,2025-07-07 21:00:00,Wrong Item,12685.47,2
R015756,O015757,2024-04-15 12:00:00,Defective,17385.04,1
R013954,O013955,2025-06-23 22:00:00,Defective,8383.08,5
R002066,O002067,2023-04-03 05:00:00,Changed Mind,11755.08,5
R013030,O013031,2025-02-08 03:00:00,Wrong Item,2989.38,5
R006891,O006892,2025-05-23 00:00:00,Defective,3892.74,4
R003503,O003504,2025-08-20 00:00:00,Defective,18109.88,4
R002271,O002272,2023-06-27 04:00:00,Wrong Item,7907.9,4
R007327,O007328,2023-02-14 07:00:00,Defective,1867.44,6
R005468,O005469,2024-07-18 06:00:00,Changed Mind,19177.16,1
R003268,O003269,2023-02-01 14:00:00,Other,3667.91,1
R016057,O016058,2024-12-30 10:00:00,Defective,15663.32,4
R006137,O006138,2023-04-27 07:00:00,Wrong Item,2963.43,2
R012053,O012054,2023-07-11 23:00:00,Wrong Item,4154.08,1
R005304,O005305,2024-02-28 20:00:00,Wrong Item,4674.05,5
R014418,O014419,2023-02-08 17:00:00,Changed Mind,18846.16,6
R019683,O019684,2024-10-19 17:00:00,Size Issue,4342.13,4
R015315,O015316,2023-10-18 16:00:00,Defective,1544.13,1
R008700,O008701,2023-12-30 06:00:00,Size Issue,1987.42,3
R007221,O007222,2023-05-10 17:00:00,Changed Mind,3431.82,1
R006661,O006662,2023-06-18 16:00:00,Size Issue,1733.08,3
R012239,O012240,2025-09-07 23:00:00,Size Issue,2251.88,3
R004822,O004823,2023-12-12 13:00:00,Defective,19167.8,5
R018349,O018350,2024-05-16 14:00:00,Size Issue,6147.86,4
R006664,O006665,2023-07-22 22:00:00,Size Issue,5206.88,1
R003421,O003422,2024-07-22 22:00:00,Wrong Item,4148.34,2
R009071,O009072,2025-04-11 12:00:00,Wrong Item,12781.74,2
R019625,O019626,2023-09-01 13:00:00,Wrong Item,10938.76,3
R019280,O019281,2023-03-06 17:00:00,Defective,8376.88,5
R019324,O019325,2024-10-06 21:00:00,Size Issue,2558.3999999999996,3
R004252,O004253,2024-06-12 15:00:00,Size Issue,14074.74,4
R016427,O016428,2025-01-15 11:00:00,Size Issue,415.65,5
R017603,O017604,2024-10-19 19:00:00,Wrong Item,10846.92,5
R009338,O009339,2025-01-30 05:00:00,Defective,3323.58,1
R012759,O012760,2023-02-02 05:00:00,Defective,14622.0,3
R017485,O017486,2023-12-10 02:00:00,Wrong Item,6766.36,3
R016265,O016266,2023-06-21 06:00:00,Defective,17842.24,2
R003993,O003994,2025-01-16 21:00:00,Defective,3771.11,2
R006612,O006613,2024-08-28 19:00:00,Changed Mind,916.5,6
R012649,O012650,2023-01-24 10:00:00,Defective,2548.84,3
R008161,O008162,2024-04-30 10:00:00,Size Issue,7555.5,2
R003656,O003657,2024-04-28 16:00:00,Defective,9115.16,2
R006235,O006236,2025-08-20 08:00:00,Size Issue,5849.6,2
R011648,O011649,2024-07-20 08:00:00,Other,4038.3,6
R006068,O006069,2024-02-09 23:00:00,Changed Mind,5118.84,5
R007301,O007302,2023-04-08 00:00:00,Size Issue,1116.01,3
R007276,O007277,2024-08-24 02:00:00,Defective,7514.0,3
R004720,O004721,2023-11-20 02:00:00,Changed Mind,5372.72,6
R001175,O001176,2023-05-15 03:00:00,Wrong Item,13556.310000000001,1
R010519,O010520,2024-12-24 14:00:00,Changed Mind,7798.74,5
R014578,O014579,2023-04-14 00:00:00,Size Issue,15243.6,5
R012606,O012607,2023-12-20 12:00:00,Defective,1535.42,1
R014572,O014573,2023-12-28 02:00:00,Wrong Item,3314.64,2
R004885,O004886,2023-01-07 15:00:00,Changed Mind,18411.8,3
R004871,O004872,2025-05-03 10:00:00,Changed Mind,9770.73,1
R013973,O013974,2023-02-10 21:00:00,Defective,6959.4,3
R019757,O019758,2025-06-04 03:00:00,Wrong Item,7364.74,5
R010557,O010558,2024-03-20 03:00:00,Changed Mind,3276.77,6
R008507,O008508,2025-07-11 14:00:00,Changed Mind,1463.04,1
R016655,O016656,2023-06-15 23:00:00,Defective,5419.9800000000005,1
R014074,O014075,2025-04-01 23:00:00,Wrong Item,7901.24,2
R007286,O007287,2024-12-21 12:00:00,Other,1994.17,1
R016842,O016843,2024-11-18 06:00:00,Other,19593.8,4
R008374,O008375,2024-03-12 19:00:00,Other,3819.88,5
R008846,O008847,2023-02-12 07:00:00,Other,3001.06,4
R004767,O004768,2024-09-04 00:00:00,Changed Mind,928.7,4
R013974,O013975,2025-02-06 15:00:00,Changed Mind,8060.56,3
R004605,O004606,2023-10-09 18:00:00,Size Issue,1628.17,2
R008843,O008844,2024-05-14 05:00:00,Other,3005.73,5
R005379,O005380,2023-04-15 05:00:00,Defective,1716.56,6
R001166,O001167,2024-12-03 04:00:00,Wrong Item,14338.68,5
R006586,O006587,2024-04-11 00:00:00,Defective,5405.46,5
R007569,O007570,2023-04-26 11:00:00,Wrong Item,531.4,1
R003857,O003858,2023-07-16 12:00:00,Wrong Item,14924.79,1
R009502,O009503,2025-07-07 09:00:00,Other,4322.71,4
R008158,O008159,2023-07-10 14:00:00,Other,6070.48,4
R006812,O006813,2023-12-30 20:00:00,Other,4142.81,4
R005852,O005853,2025-02-24 12:00:00,Changed Mind,8555.44,3
R001783,O001784,2023-03-02 19:00:00,Wrong Item,10751.24,6
R001413,O001414,2023-12-24 08:00:00,Size Issue,13395.52,5
R001130,O001131,2023-05-05 20:00:00,Other,19370.44,4
R003277,O003278,2024-03-06 07:00:00,Defective,3876.56,6
R008631,O008632,2024-07-31 09:00:00,Changed Mind,7944.900000000001,5
R013619,O013620,2024-02-02 22:00:00,Wrong Item,12234.66,5
R013690,O013691,2024-03-18 03:00:00,Changed Mind,4446.16,3
R007998,O007999,2023-12-27 13:00:00,Size Issue,14703.57,6
R018113,O018114,2025-04-29 03:00:00,Size Issue,7046.8,5
R010510,O010511,2024-10-23 06:00:00,Size Issue,12361.47,6
R001621,O001622,2024-01-23 08:00:00,Size Issue,1939.77,4
R005128,O005129,2024-04-25 17:00:00,Changed Mind,9420.2,5
R009422,O009423,2024-11-04 20:00:00,Defective,1273.12,1
R006934,O006935,2025-07-17 21:00:00,Defective,3057.29,1
R013933,O013934,2023-07-05 05:00:00,Size Issue,2526.02,3
R018064,O018065,2025-07-12 12:00:00,Defective,3655.63,1
R007873,O007874,2023-05-08 19:00:00,Size Issue,4930.86,3
R010560,O010561,2024-06-04 10:00:00,Changed Mind,4212.78,3
R005035,O005036,2025-01-31 02:00:00,Other,1072.08,4
R016197,O016198,2024-03-29 18:00:00,Changed Mind,16867.88,5
R008380,O008381,2024-04-07 09:00:00,Defective,14119.829999999998,4
R019413,O019414,2025-06-04 07:00:00,Wrong Item,16313.56,4
R013611,O013612,2023-11-29 10:00:00,Changed Mind,6443.88,5
R003910,O003911,2025-02-19 07:00:00,Changed Mind,11546.130000000001,3
R011901,O011902,2024-10-02 16:00:00,Changed Mind,12130.349999999999,2
R012539,O012540,2025-09-04 07:00:00,Defective,11720.73,5
R009331,O009332,2025-01-19 00:00:00,Changed Mind,1415.36,6
R016096,O016097,2024-12-11 20:00:00,Other,1231.24,6
R009243,O009244,2025-04-08 20:00:00,Defective,2648.91,4
R014739,O014740,2024-10-19 00:00:00,Other,9967.54,2
R005732,O005733,2023-12-14 13:00:00,Wrong Item,4409.91,4
R005026,O005027,2025-06-24 16:00:00,Changed Mind,6482.92,3
R010154,O010155,2024-10-16 09:00:00,Defective,11030.16,5
R016382,O016383,2023-05-17 13:00:00,Other,2735.61,3
R004400,O004401,2023-02-12 16:00:00,Wrong Item,2874.72,4
R017445,O017446,2025-09-04 04:00:00,Wrong Item,2936.33,2
R014679,O014680,2024-06-15 10:00:00,Changed Mind,1128.82,2
R015376,O015377,2025-02-02 06:00:00,Defective,1127.94,2
R015894,O015895,2025-04-06 22:00:00,Defective,847.78,6
R009452,O009453,2024-02-18 11:00:00,Defective,2814.04,3
R007685,O007686,2024-11-03 18:00:00,Changed Mind,3958.41,3
R012482,O012483,2025-01-31 04:00:00,Size Issue,14843.92,4
R007115,O007116,2025-04-26 19:00:00,Wrong Item,2809.21,4
R009138,O009139,2024-11-19 02:00:00,Changed Mind,13386.2,1
R013153,O013154,2023-12-27 00:00:00,Defective,441.59,3
R009780,O009781,2024-04-06 11:00:00,Other,4907.79,6
R015893,O015894,2024-09-16 07:00:00,Wrong Item,7667.68,6
R019275,O019276,2023-09-13 13:00:00,Size Issue,789.11,3
R008785,O008786,2023-02-18 23:00:00,Size Issue,2789.71,2
R008079,O008080,2023-11-17 00:00:00,Wrong Item,4598.99,4
R009394,O009395,2024-09-05 15:00:00,Size Issue,7379.92,3
R014255,O014256,2024-12-22 16:00:00,Size Issue,3833.12,4
R019628,O019629,2025-03-16 02:00:00,Changed Mind,14525.34,2
R017925,O017926,2024-12-22 23:00:00,Defective,1442.16,4
R013298,O013299,2025-03-09 22:00:00,Defective,785.34,3
R005605,O005606,2025-02-08 11:00:00,Other,5226.92,2
R010869,O010870,2023-08-14 15:00:00,Defective,7987.2,4
R007356,O007357,2025-07-14 14:00:00,Size Issue,4709.21,6
R018004,O018005,2024-09-12 22:00:00,Changed Mind,6823.68,4
R007220,O007221,2024-02-21 03:00:00,Defective,12870.0,2
R000483,O000484,2024-12-25 22:00:00,Changed Mind,7968.09,5
R019134,O019135,2023-03-18 02:00:00,Defective,9228.39,2
R001315,O001316,2023-05-20 07:00:00,Other,13213.380000000001,1
R003015,O003016,2024-03-31 05:00:00,Other,4320.32,5
R013439,O013440,2025-01-29 14:00:00,Defective,10737.69,2
R018575,O018576,2024-12-09 10:00:00,Other,7763.06,2
R009097,O009098,2024-08-16 14:00:00,Other,7034.52,4
R012769,O012770,2023-11-15 14:00:00,Changed Mind,4162.42,2
R009899,O009900,2024-10-16 13:00:00,Defective,5492.78,3
R004226,O004227,2024-10-06 12:00:00,Changed Mind,17061.24,5
R018403,O018404,2025-03-03 21:00:00,Defective,6803.67,3
R018675,O018676,2023-06-11 00:00:00,Wrong Item,2070.15,1
R016005,O016006,2023-07-24 21:00:00,Defective,8814.3,5
R002485,O002486,2023-06-10 17:00:00,Size Issue,1132.1399999999999,1
R018432,O018433,2024-06-13 15:00:00,Size Issue,7371.88,1
R008665,O008666,2023-03-16 01:00:00,Changed Mind,11212.28,2
R019588,O019589,2025-01-29 09:00:00,Wrong Item,2002.6,1
R010215,O010216,2024-08-27 16:00:00,Wrong Item,1282.64,4
R000907,O000908,2025-07-21 20:00:00,Other,7155.57,5
R001576,O001577,2024-12-03 12:00:00,Changed Mind,13857.78,1
R014175,O014176,2023-02-03 10:00:00,Size Issue,7271.02,3
R014883,O014884,2025-02-11 12:00:00,Other,4667.61,5
R010360,O010361,2023-04-24 09:00:00,Size Issue,3772.32,2
R001339,O001340,2023-09-16 15:00:00,Changed Mind,18630.72,1
R011720,O011721,2023-10-27 21:00:00,Other,18635.2,6
R015857,O015858,2025-07-29 10:00:00,Wrong Item,9660.630000000001,3
R008685,O008686,2024-04-10 02:00:00,Other,6929.18,4
R005384,O005385,2025-08-02 19:00:00,Size Issue,10381.08,6
R018832,O018833,2023-03-11 15:00:00,Defective,6767.789999999999,4
R006132,O006133,2025-04-13 04:00:00,Wrong Item,7479.36,6
R011160,O011161,2024-12-17 13:00:00,Size Issue,4732.48,5
R001989,O001990,2024-12-01 16:00:00,Defective,1349.0,3
R014725,O014726,2024-11-09 19:00:00,Other,1761.9900000000002,1
R007061,O007062,2024-05-01 16:00:00,Size Issue,18013.48,5
R016776,O016777,2024-05-14 16:00:00,Wrong Item,710.69,5
R015792,O015793,2023-06-15 05:00:00,Wrong Item,7729.17,5
R016092,O016093,2024-02-02 15:00:00,Other,2351.86,2
R006872,O006873,2024-08-11 23:00:00,Defective,2501.37,5
R015255,O015256,2024-04-06 05:00:00,Other,4947.54,1
R004985,O004986,2025-07-27 09:00:00,Changed Mind,2807.3999999999996,4
R014816,O014817,2024-04-20 09:00:00,Size Issue,4332.36,6
R000121,O000122,2025-06-12 15:00:00,Defective,6433.76,5
R002609,O002610,2025-01-22 18:00:00,Defective,7604.37,3
R015867,O015868,2024-04-29 22:00:00,Wrong Item,6959.28,4
R019511,O019512,2024-12-02 21:00:00,Size Issue,1418.3,4
R015758,O015759,2024-10-07 18:00:00,Size Issue,2802.14,5
R006218,O006219,2024-01-20 19:00:00,Size Issue,8726.099999999999,6
R007172,O007173,2024-10-06 07:00:00,Defective,2395.68,3
R013457,O013458,2025-02-20 00:00:00,Wrong Item,793.83,4
R000953,O000954,2024-03-03 12:00:00,Other,1025.42,4
R016366,O016367,2024-11-01 06:00:00,Wrong Item,18760.36,4
R016691,O016692,2024-07-30 04:00:00,Other,19356.88,4
R004193,O004194,2024-01-04 13:00:00,Defective,4172.84,1
R006698,O006699,2023-07-24 02:00:00,Other,4713.4,5
R015494,O015495,2023-12-10 07:00:00,Size Issue,1292.92,6
R008157,O008158,2025-08-05 18:00:00,Wrong Item,15090.24,2
R004821,O004822,2023-12-24 18:00:00,Size Issue,471.51,3
R010325,O010326,2025-08-19 14:00:00,Other,9560.84,5
R011765,O011766,2023-10-02 16:00:00,Size Issue,4297.1,5
R002540,O002541,2023-07-14 20:00:00,Size Issue,4600.28,2
R005306,O005307,2024-09-04 00:00:00,Changed Mind,17652.08,1
R001270,O001271,2024-01-04 04:00:00,Changed Mind,1993.52,6
R005245,O005246,2023-08-25 14:00:00,Defective,6070.6,3
R016290,O016291,2024-09-13 01:00:00,Changed Mind,5145.0599999999995,3
R001691,O001692,2024-01-18 07:00:00,Wrong Item,3167.31,6
R019668,O019669,2025-03-24 21:00:00,Changed Mind,7845.22,5
R018050,O018051,2023-06-06 23:00:00,Other,6953.44,3
R016160,O016161,2024-05-03 13:00:00,Other,5423.0,4
R002727,O002728,2024-04-24 03:00:00,Wrong Item,3987.78,1
R009601,O009602,2025-04-27 06:00:00,Wrong Item,6077.32,6
R018616,O018617,2025-07-31 15:00:00,Wrong Item,1857.18,2
R014431,O014432,2024-10-27 11:00:00,Changed Mind,2130.04,6
R013765,O013766,2025-06-14 01:00:00,Other,2818.5,3
R014068,O014069,2025-01-17 20:00:00,Other,3314.51,1
R002974,O002975,2024-04-15 11:00:00,Changed Mind,3622.54,6
R007369,O007370,2023-04-29 03:00:00,Changed Mind,6099.51,4
R007974,O007975,2023-07-22 04:00:00,Changed Mind,6005.54,5
R017184,O017185,2025-08-18 10:00:00,Defective,16703.32,3
R002045,O002046,2024-03-23 09:00:00,Size Issue,9370.62,4
R004977,O004978,2025-03-23 23:00:00,Defective,5259.57,2
R007121,O007122,2023-12-19 10:00:00,Size Issue,5164.02,2
R013631,O013632,2025-02-07 01:00:00,Wrong Item,14992.24,3
R015546,O015547,2023-04-12 17:00:00,Size Issue,9349.32,6
R002736,O002737,2025-06-12 17:00:00,Changed Mind,9543.84,1
R017584,O017585,2023-06-06 06:00:00,Other,4840.25,4
R001208,O001209,2024-11-16 03:00:00,Other,1857.26,1
R017060,O017061,2023-11-10 06:00:00,Changed Mind,12385.920000000002,6
R008327,O008328,2024-09-12 05:00:00,Defective,10118.31,6
R006848,O006849,2024-03-08 22:00:00,Wrong Item,4036.29,1
R014636,O014637,2025-08-25 02:00:00,Wrong Item,6679.52,5
R010418,O010419,2023-09-05 06:00:00,Changed Mind,11272.36,2
R010599,O010600,2023-07-23 07:00:00,Changed Mind,7596.56,4
R015505,O015506,2025-03-02 20:00:00,Wrong Item,3460.13,6
R013068,O013069,2024-08-16 21:00:00,Wrong Item,3653.43,3
R001090,O001091,2024-12-20 15:00:00,Wrong Item,1706.88,1
R003120,O003121,2023-12-13 17:00:00,Defective,14764.5,6
R012766,O012767,2025-07-20 09:00:00,Defective,16107.0,6
R010480,O010481,2024-01-21 22:00:00,Size Issue,2974.42,2
R011544,O011545,2023-12-17 06:00:00,Changed Mind,12209.0,6
R001533,O001534,2024-12-06 12:00:00,Size Issue,2876.02,5
R008063,O008064,2024-07-24 04:00:00,Defective,2375.01,5
R001411,O001412,2024-08-14 22:00:00,Size Issue,5326.16,3
R009990,O009991,2024-07-17 10:00:00,Changed Mind,1886.42,1
R007921,O007922,2025-04-13 06:00:00,Size Issue,4827.15,6
R003200,O003201,2023-09-19 14:00:00,Size Issue,14389.0,1
R011050,O011051,2023-03-23 08:00:00,Size Issue,4792.84,2
R002614,O002615,2025-03-26 15:00:00,Size Issue,1832.11,1
R013719,O013720,2025-06-05 16:00:00,Size Issue,4892.88,2
R016933,O016934,2024-12-29 13:00:00,Size Issue,3127.28,1
R002546,O002547,2023-07-08 20:00:00,Defective,4711.93,5
